ID,long_term_credit_card_opening_propensity_score,creditworthiness_score,spend_potential,number_of_credit_cards,short_term_credit_card_opening_propensity_score,long_term_credit_card_cancellation_propensity_score,credit_card_utilization_score,number_of_attempts_to_open_credit_cards,history_at_credit_bureau,total_limit_across_credit_cards,contact_history_score,Balance Transfer Propensity Score,targeted_product,Customer Lifetime Value
356,3,9883.1,3.8,99,0,1.3,11,0,47,3850,645,66,D,3636
357,9.1,8571.4,0.5,66,3,1.3,7,32,30,1350,0,85,C,595
358,15.2,9493.5,,165,12.1,0,,44,49,1200,0,54,E,234
359,,9389.6,,,,,,0,50,750,0,13,E,1066
360,9.1,9363.6,0.6,132,6.1,0,12,56,27,375,165,22,E,825
361,0,9246.8,2.6,33,0,0,16,8,26,750,360,5,E,1829
362,15.2,8727.3,0.7,165,12.1,1.3,2,72,36,350,0,90,C,470
363,3,10220.8,3.1,99,0,1.3,3,0,29,1875,90,27,E,904
364,15.2,9428.6,1.2,132,9.1,1.3,6,40,23,2000,60,89,E,455
365,0,9285.7,21.1,132,0,7.8,2,4,44,11575,255,13,A,10101
366,9.1,9233.8,0.2,99,9.1,0,6,24,22,675,30,38,E,789
367,0,9090.9,0.5,33,0,0,6,0,34,425,390,54,E,3859
368,0,9987,,198,0,0,6,8,34,1625,0,28,E,1087
369,6.1,9026,0.4,66,3,0,5,8,22,450,0,70,E,215
370,6.1,8194.8,3.9,66,0,0,2,44,32,725,0,68,C,1090
371,18.2,9298.7,,198,12.1,0,9,28,25,200,0,83,E,717
372,27.3,9467.5,2.1,528,6.1,2.6,12,20,47,625,0,40,E,1380
373,12.1,9506.5,1.4,165,6.1,0,15,16,28,475,75,48,E,1317
374,3,8935.1,0.3,99,0,2.6,8,0,38,1200,0,80,E,2590
375,6.1,10000,0,66,3,1.3,3,36,38,125,0,33,D,685
376,15.2,9675.3,1.1,132,0,2.6,4,44,38,900,405,77,B,3979
377,15.2,9844.2,6.6,132,3,5.2,13,76,40,2275,210,50,A,8878
378,18.2,9675.3,2.2,330,3,0,17,20,30,300,0,49,E,798
379,12.1,9142.9,1.6,132,3,5.2,1,12,43,650,105,47,C,899
380,6.1,9545.5,0.4,66,3,0,11,12,23,775,0,94,E,854
381,9.1,9077.9,8.3,165,3,7.8,8,68,56,2075,75,71,B,5818
382,21.2,9337.7,7.8,198,6.1,1.3,8,44,23,600,135,43,E,1485
383,9.1,9597.4,1.4,132,0,2.6,9,20,38,1950,195,21,E,1687
384,6.1,9805.2,89.2,165,6.1,2.6,6,8,55,5875,195,54,A,10063
385,21.2,8467.5,2.7,363,9.1,1.3,14,20,37,200,30,81,C,743
386,15.2,9532.5,4.1,198,3,3.9,4,64,39,675,195,61,E,2766
387,6.1,8909.1,1.1,66,3,0,12,44,23,200,60,3,C,481
388,3,8844.2,3.2,66,3,0,11,8,32,3075,0,15,B,4399
389,3,9415.6,3.8,165,3,3.9,8,40,33,1950,90,77,E,2310
390,12.1,9844.2,24.3,198,3,11.7,2,16,45,4900,150,53,A,3712
391,6.1,8259.7,6.5,165,3,9.1,14,24,41,400,15,69,C,1644
392,6.1,9259.7,2.6,66,0,0,12,8,24,1650,375,25,E,3922
393,15.2,9090.9,1.6,165,9.1,1.3,6,24,35,450,150,31,C,1086
394,6.1,9571.4,0.9,66,3,0,5,8,22,1150,45,44,E,246
395,9.1,8714.3,5.1,297,3,20.8,2,8,49,1225,15,70,C,1342
396,27.3,9013,11,429,9.1,9.1,9,44,40,1100,30,39,D,2631
397,9.1,9389.6,0.6,99,6.1,0,2,56,36,275,0,72,C,363
398,3,8233.8,0.4,33,0,0,1,24,22,375,0,53,C,600
399,9.1,10051.9,4.4,132,3,1.3,4,4,43,3200,255,95,B,9562
400,12.1,10285.7,5.7,264,3,3.9,2,8,43,1525,255,36,E,2537
401,3,9493.5,,231,0,14.3,3,16,48,1875,315,8,E,1476
402,3,9350.6,0.3,0,,0,10,16,28,,180,78,E,2677
403,9.1,9779.2,9,132,9.1,0,7,16,46,775,15,97,C,1464
404,3,9181.8,0.4,33,0,0,2,0,24,75,60,58,E,1627
405,3,10389.6,7.8,165,0,5.2,4,0,42,3300,165,97,E,2817
406,6.1,8636.4,0.7,66,3,0,6,32,23,350,0,22,E,1679
407,9.1,8220.8,1.4,132,0,0,13,4,46,825,30,63,C,383
408,9.1,9688.3,0.4,99,3,1.3,2,16,25,3375,0,34,A,4452
409,9.1,9467.5,0.2,66,3,1.3,3,16,31,1375,0,43,E,390
410,3,10467.5,13.7,198,0,3.9,1,8,37,4975,30,88,A,4568
411,15.2,9480.5,2.1,132,3,5.2,6,16,32,825,210,56,E,1892
412,3,9935.1,,66,0,0,4,8,26,2500,0,8,E,557
413,6.1,9077.9,4.1,99,3,0,7,12,32,875,225,6,D,4073
414,24.2,9883.1,4.4,297,6.1,3.9,6,40,37,975,240,10,E,1538
415,6.1,9311.7,0.1,66,6.1,1.3,4,4,33,475,15,90,E,1086
416,3,8961,0.6,132,3,1.3,10,36,37,500,0,18,E,1895
417,24.2,9246.8,,297,12.1,0,8,16,42,575,0,10,E,794
418,12.1,9064.9,0.4,132,9.1,0,6,20,22,300,0,39,E,337
419,18.2,8805.2,0.3,132,0,0,11,16,24,475,240,92,E,1598
420,12.1,9688.3,4.2,132,9.1,0,2,24,22,975,135,16,E,344
421,3,8688.3,0.2,33,3,0,5,12,29,100,0,74,C,617
422,3,10181.8,9.4,132,0,7.8,2,8,39,3100,15,48,E,937
423,18.2,9116.9,1.1,198,15.2,0,10,52,22,375,75,83,C,542
424,24.2,9701.3,5.1,264,3,0,4,40,47,1150,150,72,E,561
425,0,9857.1,5.3,99,0,2.6,8,4,61,2975,105,48,E,4444
426,9.1,9220.8,4.4,198,3,1.3,10,12,28,1025,270,38,E,1689
427,6.1,9688.3,2.9,231,0,3.9,9,32,33,1300,345,53,E,2353
428,9.1,9519.5,4.3,165,3,0,7,0,26,1875,375,43,E,2598
429,6.1,8766.2,0.1,66,3,0,3,24,22,100,0,53,E,644
430,9.1,9000,,165,0,1.3,17,0,55,675,0,16,C,1274
431,9.1,9779.2,0,99,6.1,1.3,4,36,33,1625,120,63,E,1679
432,9.1,9883.1,2.7,264,0,9.1,3,24,51,475,210,59,E,4623
433,9.1,8480.5,9.8,198,0,0,4,4,31,550,0,16,C,2537
434,3,9051.9,0.1,33,0,0,14,0,25,200,45,50,E,1795
435,21.2,9259.7,2,198,9.1,2.6,7,32,51,775,90,93,E,2507
436,9.1,10324.7,8.8,132,6.1,1.3,1,16,40,3000,120,72,A,4113
437,9.1,10013,7.3,165,3,11.7,4,16,40,1625,165,58,A,6066
438,9.1,8792.2,1.4,198,0,1.3,9,4,31,850,135,98,C,25
439,9.1,9480.5,1.6,132,3,2.6,6,16,33,400,150,89,E,2823
440,3,9987,,33,0,0,3,0,27,375,0,94,E,474
441,21.2,8220.8,3.1,231,3,1.3,10,12,38,250,0,89,C,1039
442,15.2,10026,2.8,297,3,0,3,8,44,600,0,22,C,1525
443,12.1,9532.5,1.7,198,6.1,7.8,5,32,32,725,105,93,E,704
444,18.2,8844.2,1.2,165,9.1,0,7,72,30,400,0,74,E,597
445,6.1,9233.8,0.1,66,3,1.3,1,20,36,1250,120,52,E,1730
446,6.1,8727.3,6.4,132,6.1,0,12,24,30,1225,120,14,B,7531
447,15.2,10350.6,3.6,165,3,0,3,4,26,1025,0,49,E,544
448,6.1,9987,2.8,330,3,3.9,4,4,57,1900,15,35,E,1441
449,9.1,8779.2,2.7,198,6.1,2.6,9,52,40,1625,0,30,C,1299
450,3,9688.3,3,99,0,5.2,4,0,34,2375,30,90,E,1285
451,6.1,9662.3,0,66,6.1,0,1,4,22,1525,0,36,C,524
452,3,9558.4,0.4,33,0,0,13,8,43,250,210,29,D,2715
453,0,9753.2,,0,,1.3,,0,45,,0,98,E,1610
454,3,9662.3,,33,0,0,0,4,22,1600,0,9,E,278
455,0,9233.8,0.9,33,0,0,4,4,25,2375,45,60,E,1714
456,12.1,9441.6,2.8,165,3,0,10,12,34,825,60,76,E,1260
457,3,8610.4,5.7,132,0,2.6,15,20,38,1375,405,11,D,4898
458,9.1,9246.8,4,66,3,1.3,9,4,51,1475,45,99,E,2681
459,3,8987,2,33,3,0,1,20,21,1250,0,99,C,1046
460,15.2,8311.7,1.2,132,3,1.3,8,44,24,150,0,8,B,1586
461,6.1,9974,2.1,66,3,0,3,8,24,1600,135,22,B,2692
462,12.1,9571.4,0.2,132,6.1,0,2,56,29,375,0,84,C,302
463,9.1,9077.9,2.7,165,3,3.9,5,16,46,475,105,60,C,1097
464,3,8727.3,0.5,33,0,0,14,36,40,325,0,77,C,1301
465,3,8714.3,1.4,165,0,6.5,15,20,44,750,60,31,B,2076
466,12.1,8948.1,0.2,132,12.1,0,8,32,33,125,0,51,E,1379
467,15.2,8753.2,1.8,198,3,0,10,24,29,200,0,28,C,689
468,18.2,10220.8,1.4,231,3,16.9,7,8,44,1675,795,33,D,1253
469,24.2,8285.7,8.9,231,3,1.3,12,60,40,825,0,11,C,686
470,24.2,9753.2,4,264,6.1,1.3,1,188,45,375,45,36,E,3975
471,18.2,8961,0.9,198,12.1,0,5,32,33,325,240,33,E,393
472,27.3,9870.1,3.7,330,3,7.8,6,12,34,1500,150,78,E,574
473,6.1,9584.4,5.3,66,6.1,0,5,8,22,1700,90,86,A,4801
474,18.2,10181.8,5.6,165,0,2.6,3,20,28,2150,165,63,A,3744
475,15.2,9974,8.4,165,0,1.3,2,0,31,6325,75,58,A,4587
476,0,9727.3,1.5,132,0,0,11,4,32,875,30,71,E,1303
477,12.1,9039,4.7,99,0,2.6,11,32,37,750,0,91,E,1900
478,6.1,9077.9,0.5,66,3,0,8,12,22,525,90,26,E,528
479,18.2,9649.4,6.9,330,9.1,3.9,4,40,52,2100,0,61,E,656
480,15.2,9207.8,5.1,231,6.1,0,3,52,26,450,75,73,E,1017
481,18.2,9324.7,3.9,198,3,1.3,6,8,25,1175,45,8,E,2372
482,9.1,9636.4,0.5,99,6.1,0,3,20,23,1375,60,57,E,669
483,12.1,8545.5,0.8,132,3,0,4,8,24,250,75,53,C,880
484,21.2,9792.2,2.3,165,9.1,3.9,5,32,25,375,105,54,E,1426
485,6.1,9259.7,3.8,99,0,0,8,32,37,1000,150,6,E,4168
486,27.3,8727.3,0.8,198,6.1,9.1,11,28,38,375,15,52,C,389
487,9.1,9571.4,9.9,132,0,0,6,8,35,925,375,30,E,4510
488,9.1,8740.3,0.7,99,3,5.2,16,16,38,300,0,27,C,388
489,6.1,9701.3,,165,0,0,6,28,30,750,0,16,E,1443
490,9.1,9181.8,8.2,132,6.1,0,7,4,31,1850,165,93,E,487
491,21.2,8233.8,,231,0,2.6,13,44,39,275,0,81,C,443
492,3,9584.4,,66,3,2.6,6,4,37,4275,0,62,E,1722
493,12.1,8883.1,0.8,132,3,0,9,80,26,350,0,93,C,321
494,12.1,8597.4,1.5,132,6.1,0,7,24,23,250,15,57,C,399
495,12.1,9168.8,1.3,165,3,10.4,3,28,36,250,0,84,C,286
496,12.1,8363.6,1.3,264,3,1.3,8,28,29,300,75,91,C,1435
497,15.2,9415.6,1.8,132,3,6.5,1,0,38,725,60,5,E,3478
498,12.1,9324.7,2.1,198,0,1.3,3,52,42,2650,60,41,B,7440
499,9.1,9623.4,1,231,0,1.3,7,4,32,375,150,2,E,3141
500,12.1,8740.3,0.7,99,6.1,1.3,9,24,34,325,0,13,E,745
501,12.1,9532.5,2.6,99,6.1,1.3,3,40,26,475,165,85,E,1444
502,24.2,9805.2,6.1,462,9.1,1.3,8,16,34,1875,75,52,E,1992
503,12.1,9727.3,5.8,165,3,0,10,4,31,1700,345,79,E,3214
504,9.1,9142.9,,132,0,1.3,5,8,32,475,0,47,E,1452
505,3,9688.3,1.8,165,3,5.2,8,24,56,950,60,36,C,1829
506,21.2,9207.8,1.5,198,0,2.6,11,12,25,450,135,19,E,1473
507,15.2,8298.7,1.2,132,0,1.3,2,28,27,200,0,90,C,478
508,9.1,9246.8,1.1,132,3,0,11,8,26,350,360,84,E,2481
509,6.1,8194.8,22.5,99,3,0,8,12,40,1325,30,39,C,2439
510,3,10675.3,3.4,132,0,2.6,2,32,41,1800,915,13,A,8841
511,12.1,9792.2,1.2,99,9.1,2.6,2,8,25,650,0,92,C,459
512,6.1,10090.9,,66,0,0,12,32,41,850,225,62,E,2703
513,12.1,10714.3,11.3,165,0,3.9,1,32,45,2450,255,25,A,2977
514,6.1,9181.8,,66,6.1,0,5,0,22,325,0,3,B,3150
515,12.1,8558.4,2.1,165,3,0,4,44,29,300,45,67,C,919
516,6.1,9454.5,,165,0,5.2,1,20,38,3400,0,50,E,2266
517,9.1,8415.6,1.7,99,6.1,1.3,2,20,32,550,30,69,C,314
518,0,9285.7,0.1,33,0,0,15,0,26,400,45,75,E,1546
519,9.1,9714.3,1.1,99,3,0,5,12,25,700,300,21,E,2241
520,0,9246.8,4,33,0,1.3,2,8,26,1075,195,64,C,1983
521,0,9311.7,8.5,132,0,1.3,5,4,39,1550,435,67,A,6787
522,12.1,9649.4,9,132,0,2.6,0,24,35,1500,195,97,E,1120
523,12.1,9701.3,0.3,132,3,0,,12,23,175,0,76,E,1068
524,12.1,8467.5,1.5,132,9.1,2.6,12,32,55,550,45,69,C,547
525,6.1,9389.6,0.1,66,6.1,0,1,12,22,175,0,54,C,267
526,3,9558.4,1,33,0,0,1,8,24,2500,15,93,E,592
527,6.1,8753.2,0.3,66,6.1,0,3,8,22,125,0,66,C,911
528,12.1,10026,,165,3,0,0,20,43,2125,0,25,E,730
529,15.2,9233.8,3.2,330,0,1.3,1,28,32,550,120,85,C,701
530,9.1,8896.1,2.8,132,0,2.6,8,8,42,675,75,58,E,1596
531,6.1,9311.7,3,66,0,0,4,20,23,825,120,99,E,346
532,12.1,9155.8,5,231,0,2.6,1,32,39,675,105,99,E,4034
533,0,9558.4,0.5,33,0,0,3,4,27,500,45,8,E,838
534,3,8831.2,,33,3,0,,28,38,150,0,66,E,1753
535,9.1,9740.3,1.7,99,0,1.3,14,8,28,650,225,15,E,1273
536,21.2,8636.4,1.8,231,9.1,0,5,56,27,450,180,45,C,735
537,9.1,8857.1,10.5,99,3,2.6,13,44,29,2425,0,48,B,545
538,3,8415.6,1.8,33,0,0,10,4,34,1050,0,93,C,325
539,9.1,10766.2,2.7,165,3,2.6,6,8,46,3250,60,29,A,4492
540,3,8961,3.9,33,3,0,11,8,22,2500,90,6,B,4018
541,12.1,9064.9,1.7,198,0,0,7,16,31,500,285,17,E,1417
542,0,10896.1,5.5,264,0,9.1,1,8,61,3150,0,86,A,4610
543,3,8883.1,1.3,99,0,7.8,5,20,40,400,60,55,C,550
544,15.2,9077.9,1.6,132,0,6.5,17,32,28,375,0,79,C,418
545,0,9935.1,0.7,33,0,1.3,8,0,42,3125,105,6,E,3255
546,3,8662.3,,33,3,3.9,2,16,52,125,45,70,B,2667
547,9.1,10636.4,25.1,231,0,18.2,2,0,35,4175,0,10,A,5239
548,0,9116.9,0.4,132,0,5.2,8,0,39,400,120,82,E,1885
549,0,10792.2,,66,0,2.6,5,4,60,5650,0,71,B,6351
550,3,8363.6,1.2,132,0,0,2,8,38,250,45,79,C,781
551,9.1,9155.8,7.8,99,3,1.3,14,20,35,1475,300,69,D,6519
552,6.1,9259.7,0,66,6.1,0,2,40,22,225,0,31,C,266
553,6.1,8857.1,0.2,66,3,0,4,24,39,450,15,17,C,453
554,6.1,9051.9,0,66,3,0,9,12,23,125,0,95,E,442
555,9.1,9584.4,3.1,99,0,0,2,36,23,2350,330,50,A,5634
556,6.1,10311.7,1.5,198,0,5.2,5,4,33,3000,165,48,A,4003
557,21.2,9818.2,2.9,264,6.1,0,5,32,35,1400,270,73,E,1294
558,12.1,9363.6,1.7,264,0,2.6,12,4,36,425,0,99,D,3879
559,12.1,10844.2,1.4,231,0,15.6,1,8,59,1525,0,43,D,-130
560,3,8454.5,0.6,99,3,2.6,6,4,56,500,120,97,C,837
561,21.2,9039,1.9,198,6.1,1.3,7,40,37,500,0,54,C,262
562,21.2,9064.9,2.3,264,3,1.3,6,28,26,575,0,98,E,391
563,6.1,9246.8,,33,0,1.3,9,4,24,2375,0,43,E,1351
564,0,9350.6,1.1,33,0,0,3,12,26,625,30,26,C,1398
565,6.1,9013,,33,3,1.3,,4,22,125,0,52,C,553
566,15.2,8571.4,1.9,231,3,9.1,4,64,45,275,0,91,C,1101
567,24.2,8857.1,8,231,3,0,10,36,26,1225,480,37,E,1532
568,0,9844.2,1.2,33,0,0,11,4,29,800,30,73,E,3003
569,6.1,8857.1,1.8,66,3,0,12,8,41,525,0,97,C,690
570,12.1,9467.5,7.9,198,3,5.2,11,8,54,1775,45,41,E,1522
571,15.2,9441.6,3.7,297,0,6.5,1,12,46,1550,345,42,E,880
572,3,8818.2,,33,3,0,6,12,21,375,0,3,C,858
573,24.2,9688.3,2.9,264,9.1,0,10,12,24,775,30,22,E,530
574,9.1,8571.4,0.8,66,0,3.9,15,0,34,250,75,78,C,502
575,12.1,9350.6,,264,0,2.6,10,20,39,875,30,64,E,1462
576,3,9467.5,0.1,33,3,0,5,4,21,150,0,25,C,1187
577,15.2,9779.2,2.1,165,3,0,1,16,24,1325,375,87,E,958
578,21.2,8376.6,3.5,165,0,2.6,6,40,31,475,45,71,C,778
579,12.1,9493.5,2.3,132,6.1,0,3,20,32,475,90,71,E,1871
580,3,9142.9,0,33,0,0,10,8,22,525,45,96,E,289
581,18.2,10039,6.2,198,6.1,11.7,4,12,45,1500,60,48,E,2256
582,0,9142.9,0.8,66,0,0,5,16,33,1850,45,30,E,3724
583,15.2,8272.7,3.3,198,0,1.3,3,28,34,1975,15,34,C,1386
584,24.2,9467.5,1.1,264,12.1,7.8,6,36,39,1000,30,80,E,611
585,9.1,9013,0.9,99,0,0,14,8,30,750,90,28,E,1754
586,0,9558.4,0.1,33,0,3.9,15,12,28,375,90,87,E,1761
587,3,8480.5,1.3,33,0,1.3,6,4,66,1250,45,30,C,476
588,9.1,10051.9,5.5,99,3,0,1,12,24,4050,300,72,A,3961
589,9.1,9584.4,3.2,99,6.1,1.3,9,32,26,1425,780,39,E,3720
590,12.1,9103.9,1.9,132,3,0,9,28,26,1475,75,9,E,2683
591,9.1,8974,1.9,99,3,0,10,12,23,700,0,53,C,402
592,9.1,10013,19.7,165,0,2.6,3,4,38,5650,390,1,A,4179
593,9.1,9506.5,1.2,66,0,1.3,4,16,47,1250,375,94,E,1680
594,9.1,8727.3,2.8,99,9.1,0,2,20,22,1150,60,43,C,465
595,12.1,9350.6,10.9,99,0,9.1,8,4,39,1000,360,77,A,7017
596,6.1,8207.8,0.3,66,3,0,7,12,29,125,0,50,C,265
597,15.2,9311.7,0.9,165,0,0,9,4,25,625,0,66,E,2185
598,9.1,9792.2,0.5,99,0,0,,12,24,825,105,4,E,1709
599,3,9207.8,0.1,132,3,9.1,6,28,42,900,210,7,E,2858
600,6.1,8181.8,2,66,0,0,3,60,28,1575,15,34,C,921
601,9.1,9805.2,1.3,66,3,1.3,3,20,23,1300,195,21,E,2089
602,6.1,9337.7,3.1,66,3,0,6,0,22,750,30,55,E,652
603,15.2,9701.3,0.3,132,3,0,2,12,51,350,0,50,E,323
604,3,8792.2,3.4,99,0,0,5,24,28,1275,510,28,D,1491
605,15.2,8493.5,0.4,165,6.1,0,4,20,39,425,30,13,C,377
606,9.1,9298.7,38.3,198,6.1,1.3,3,16,31,1350,255,31,A,10764
607,6.1,8883.1,,66,3,0,10,20,23,975,15,91,E,2312
608,24.2,9883.1,2.2,363,0,2.6,4,12,40,1475,90,90,E,1798
609,6.1,9415.6,,66,0,0,8,8,24,625,0,64,E,1824
610,12.1,8805.2,1.5,132,9.1,0,8,68,22,300,0,32,E,1715
611,15.2,9805.2,15.1,330,6.1,11.7,8,24,44,1650,255,49,E,2309
612,24.2,9493.5,1.4,297,9.1,2.6,5,68,33,625,225,79,E,344
613,3,9324.7,0.9,33,0,0,5,0,24,575,120,67,E,2019
614,6.1,9454.5,1.4,99,0,0,4,28,25,275,45,90,E,930
615,3,9246.8,3.5,33,0,0,9,4,23,3250,0,12,E,2864
616,9.1,9480.5,6.3,594,3,2.6,4,16,40,1125,405,30,E,3213
617,12.1,8896.1,1.1,132,0,0,2,20,26,450,60,71,C,1242
618,3,9129.9,0.1,33,3,1.3,7,16,36,350,75,1,C,592
619,12.1,8688.3,,165,6.1,0,12,20,42,600,0,63,C,1076
620,9.1,8324.7,1.9,99,3,0,9,20,23,125,15,99,C,329
621,9.1,9350.6,9.8,99,6.1,0,5,20,22,1275,210,90,A,5062
622,15.2,9727.3,3,165,0,0,6,40,29,2625,60,57,B,8592
623,6.1,10051.9,0.4,66,3,5.2,3,12,34,875,195,53,E,1910
624,12.1,9363.6,1.7,264,0,2.6,12,4,36,425,0,43,E,2330
625,6.1,9428.6,1.2,132,0,3.9,2,4,33,1200,255,76,E,2464
626,15.2,10883.1,6.2,231,3,7.8,1,16,43,2175,150,35,A,2991
627,21.2,9922.1,5,297,3,13,7,44,49,550,345,63,E,509
628,21.2,9116.9,0.8,231,3,1.3,4,16,37,675,60,19,E,531
629,21.2,10337.7,8.7,363,9.1,6.5,1,12,29,2025,255,8,E,1054
630,3,9467.5,0.7,66,0,0,16,0,45,300,0,38,E,410
631,0,9870.1,1.1,33,0,2.6,15,0,33,1025,105,85,E,3313
632,12.1,8675.3,,132,3,0,5,24,29,300,0,8,E,1184
633,21.2,8623.4,9.5,231,3,2.6,9,56,56,550,285,72,B,11766
634,12.1,9857.1,5.7,132,3,0,1,20,24,825,180,94,E,746
635,3,9207.8,2.1,33,0,0,9,24,23,250,150,10,E,1217
636,3,10324.7,8.3,66,3,2.6,2,8,38,5950,105,32,A,3200
637,21.2,9428.6,2.5,264,3,6.5,5,32,31,1250,135,84,E,1087
638,18.2,10103.9,7.4,165,3,3.9,3,44,32,1350,495,27,E,1692
639,12.1,9168.8,1.1,165,3,0,3,44,37,325,30,2,C,1003
640,0,9454.5,0.1,66,0,2.6,12,0,36,350,15,73,E,2415
641,9.1,9506.5,,99,3,0,4,20,22,575,0,100,E,731
642,0,9948.1,24.9,99,0,11.7,10,0,48,3425,405,100,A,6883
643,3,9467.5,0.8,33,0,0,7,28,25,425,75,8,E,1148
644,27.3,10298.7,1.7,363,6.1,2.6,1,16,39,1125,285,35,E,607
645,,9805.2,0,,,,,0,23,,0,76,E,553
646,3,9480.5,,66,3,0,11,28,32,1325,0,83,E,1220
647,3,10389.6,1.4,66,0,3.9,4,8,33,2375,75,7,E,3537
648,0,8831.2,10.9,264,0,5.2,14,16,40,1325,285,38,C,2563
649,0,9168.8,,33,0,0,,4,31,2500,0,90,E,781
650,0,9168.8,8.4,33,0,0,1,0,46,7325,105,55,A,6783
651,3,9519.5,,66,3,0,1,0,26,2625,0,85,E,946
652,9.1,9000,1.5,99,0,0,4,8,25,675,450,70,E,2602
653,3,9740.3,,33,3,0,,4,21,325,0,27,B,2917
654,33.3,9000,5.5,330,3,3.9,8,20,27,975,210,96,E,1761
655,21.2,9272.7,2.2,429,9.1,3.9,2,44,38,1175,150,58,E,2248
656,3,9909.1,7,99,0,0,4,16,26,5900,315,68,A,4554
657,6.1,8766.2,0.6,66,0,0,11,16,25,825,45,86,E,2557
658,24.2,9844.2,3.5,264,12.1,1.3,2,32,28,1950,315,3,E,-241
659,3,9987,3.2,99,0,1.3,3,8,33,2725,165,57,E,3272
660,15.2,8935.1,2.4,198,3,0,10,4,37,625,270,2,D,3936
661,6.1,9389.6,7.1,264,3,3.9,6,20,31,2250,60,93,E,1119
662,3,9285.7,1.6,33,0,0,,24,23,750,210,57,E,1049
663,0,9896.1,14.7,99,0,1.3,9,8,35,3925,15,31,E,3041
664,6.1,9857.1,5,165,3,3.9,3,12,42,1175,165,77,E,3424
665,3,8740.3,1.1,33,0,0,11,20,25,175,0,74,C,504
666,9.1,8987,0.3,99,9.1,0,8,48,24,325,105,57,E,1173
667,6.1,9259.7,2.4,66,0,2.6,10,12,27,1700,570,65,E,2233
668,6.1,9441.6,0.3,66,6.1,0,2,12,21,1575,0,92,C,643
669,9.1,9376.6,4.7,198,3,0,6,12,42,2175,0,29,E,1282
670,3,9194.8,1.5,33,0,0,11,20,23,600,300,87,E,1587
671,6.1,9207.8,2.1,66,0,0,15,12,24,625,240,87,E,2251
672,6.1,9792.2,0.6,66,3,0,1,4,23,675,90,61,E,312
673,0,9623.4,0.1,33,0,0,3,0,27,4425,0,39,E,412
674,15.2,9363.6,,231,3,3.9,5,40,33,1225,0,2,E,1651
675,3,9441.6,0.1,33,3,0,7,8,23,125,0,41,E,548
676,30.3,9493.5,3.7,297,15.2,1.3,4,140,29,250,0,38,C,933
677,6.1,9714.3,0.1,66,3,0,3,12,23,950,60,79,E,1044
678,15.2,9298.7,6.2,132,0,1.3,15,20,27,1575,360,96,A,8071
679,3,9805.2,3.4,33,3,1.3,6,60,35,2000,0,34,E,3219
680,21.2,8909.1,2.7,198,6.1,2.6,9,32,31,700,45,74,B,1985
681,0,9883.1,0,0,,2.6,,4,46,250,120,92,E,1483
682,0,9467.5,0,33,0,0,8,16,28,275,0,65,E,1634
683,9.1,8662.3,0.9,99,6.1,5.2,9,8,39,875,45,77,C,883
684,15.2,8935.1,4.3,198,6.1,0,11,36,27,950,0,59,E,558
685,6.1,9675.3,10.2,99,3,0,6,4,29,3975,0,51,A,4980
686,3,8870.1,4.5,132,0,3.9,12,16,38,950,0,4,B,2211
687,12.1,8337.7,0.4,33,3,0,13,16,25,125,0,81,C,320
688,18.2,9610.4,1.3,264,6.1,10.4,5,48,39,1200,120,87,B,2089
689,3,9220.8,,33,0,0,6,20,22,125,0,31,E,523
690,6.1,9272.7,,66,3,1.3,11,8,34,4175,0,47,E,404
691,12.1,9441.6,2.2,132,6.1,0,5,28,33,425,270,21,E,1965
692,3,9688.3,1.3,33,0,0,12,8,29,375,90,86,E,1858
693,3,9402.6,23,66,0,0,11,8,27,5000,360,8,A,9169
694,6.1,9220.8,3.8,165,0,5.2,,12,36,950,60,89,E,1021
695,9.1,9662.3,,66,6.1,0,2,8,21,1150,45,51,E,965
696,18.2,8805.2,0.8,165,0,2.6,14,40,28,950,195,60,E,2377
697,12.1,9870.1,1.4,132,3,0,1,16,24,975,45,50,E,1015
698,3,9714.3,,33,3,0,,0,44,125,30,39,E,828
699,6.1,10662.3,14.5,198,3,7.8,3,8,46,4700,45,56,A,4541
700,3,9168.8,,33,3,0,,4,22,625,0,100,C,438
701,9.1,10389.6,1.2,297,3,1.3,4,16,40,725,30,17,E,455
702,3,9311.7,0.2,33,3,1.3,4,8,31,175,45,86,E,825
703,9.1,10155.8,10.8,198,0,5.2,2,16,37,2625,150,85,E,1751
704,6.1,8207.8,1,33,0,2.6,9,12,28,550,0,44,C,1063
705,3,9194.8,,33,0,0,0,20,25,5375,0,32,E,797
706,3,9168.8,0.4,33,3,0,3,16,22,775,75,74,E,336
707,3,9649.4,0.1,33,0,0,8,4,22,400,75,52,E,1134
708,9.1,9441.6,0.8,66,0,1.3,8,0,24,625,75,61,E,2634
709,33.3,9142.9,9.6,396,24.2,0,8,16,45,725,0,26,C,1068
710,9.1,9194.8,1.1,99,6.1,0,3,20,22,475,30,95,C,623
711,0,9064.9,1.3,33,0,0,15,4,33,4250,45,89,D,1072
712,18.2,9844.2,5.6,198,0,0,,32,24,1475,330,78,E,1428
713,9.1,9233.8,1.5,198,0,2.6,4,20,31,350,30,72,E,2071
714,9.1,8805.2,1.1,99,6.1,0,7,24,22,500,0,64,E,678
715,0,9194.8,23.9,33,0,0,16,4,29,3750,105,3,B,6214
716,15.2,9506.5,3,231,6.1,0,8,44,33,600,0,23,E,1608
